/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/45999.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/14148.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/36107.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/19242.jpg,0.34,1
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/22082.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/45344.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/14674.jpg,0.56,1
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/3500.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/9085.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/4857.jpg,0.36,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/13605.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/45639.jpg,0.2,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/15549.jpg,-0.49,2
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/8700.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/4181.jpg,1.0,1
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/14188.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/5175.jpg,-0.29,2
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/27546.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/180.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/18785.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/7843.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/7311.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/44041.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/40829.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/21639.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/739.jpg,-0.11,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/19833.jpg,-0.56,2
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/37232.jpg,0.47,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/30076.jpg,-0.34,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/41164.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/37347.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/14603.jpg,0.0,0
/home/aye/robotaksi_main/main_ws/rb22_main/rb22_sim_serit/src/logger/data/2/35007.jpg,0.0,0
